station_id,timestamp,temp_c,lat,lon,timezone,timestamp_utc
YVR-01,2025-01-05 00:00,-11.0,49.246,-123.116,America/Vancouver,2025-01-05 08:00
YVR-01,2025-01-05 16:20,-12.5,49.246,-123.116,America/Vancouver,2025-01-06 00:20
YVR-01,2025-01-05 20:32,-10.4,49.246,-123.116,America/Vancouver,2025-01-06 04:32
YVR-01,2025-01-06 00:00,-9.6,49.246,-123.116,America/Vancouver,2025-01-06 08:00
YVR-01,2025-01-06 04:57,4.8,49.246,-123.116,America/Vancouver,2025-01-06 12:57
YVR-01,2025-01-06 00:00,-12.2,49.246,-123.116,America/Vancouver,2025-01-06 08:00
YVR-01,2025-01-06 12:43,-0.7,49.246,-123.116,America/Vancouver,2025-01-06 20:43
YVR-01,2025-01-06 00:00,-0.3,49.246,-123.116,America/Vancouver,2025-01-06 08:00
YVR-01,2025-01-06 20:48,-5.6,49.246,-123.116,America/Vancouver,2025-01-07 04:48
YVR-01,2025-01-07 00:26,-11.2,49.246,-123.116,America/Vancouver,2025-01-07 08:26
YVR-01,2025-01-07 00:00,-18.0,49.246,-123.116,America/Vancouver,2025-01-07 08:00
YVR-01,2025-01-07 08:41,-7.0,49.246,-123.116,America/Vancouver,2025-01-07 16:41
YVR-01,2025-01-07 12:27,-3.7,49.246,-123.116,America/Vancouver,2025-01-07 20:27
YVR-01,2025-01-07 00:00,0.6,49.246,-123.116,America/Vancouver,2025-01-07 08:00
YVR-01,2025-01-07 20:15,-15.5,49.246,-123.116,America/Vancouver,2025-01-08 04:15
YVR-01,2025-01-08 00:14,-11.0,49.246,-123.116,America/Vancouver,2025-01-08 08:14
YVR-01,2025-01-08 04:46,-15.2,49.246,-123.116,America/Vancouver,2025-01-08 12:46
YVR-01,2025-01-08 08:50,-13.3,49.246,-123.116,America/Vancouver,2025-01-08 16:50
YVR-01,2025-01-08 12:43,-5.5,49.246,-123.116,America/Vancouver,2025-01-08 20:43
YVR-01,2025-01-08 16:54,-13.6,49.246,-123.116,America/Vancouver,2025-01-09 00:54
YVR-01,2025-01-08 20:51,-14.5,49.246,-123.116,America/Vancouver,2025-01-09 04:51
YVR-01,2025-01-09 00:00,-4.4,49.246,-123.116,America/Vancouver,2025-01-09 08:00
YVR-01,2025-01-09 04:02,-6.5,49.246,-123.116,America/Vancouver,2025-01-09 12:02
YVR-01,2025-01-09 08:36,-7.1,49.246,-123.116,America/Vancouver,2025-01-09 16:36
YVR-01,2025-01-09 00:00,-13.1,49.246,-123.116,America/Vancouver,2025-01-09 08:00
YVR-01,2025-01-09 16:06,-1.5,49.246,-123.116,America/Vancouver,2025-01-10 00:06
YVR-01,2025-01-09 20:20,-9.1,49.246,-123.116,America/Vancouver,2025-01-10 04:20
YVR-01,2025-01-10 00:08,5.4,49.246,-123.116,America/Vancouver,2025-01-10 08:08
YVR-01,2025-01-10 04:38,-8.0,49.246,-123.116,America/Vancouver,2025-01-10 12:38
YVR-01,2025-01-10 08:17,-22.9,49.246,-123.116,America/Vancouver,2025-01-10 16:17
YVR-01,2025-01-10 00:00,-23.2,49.246,-123.116,America/Vancouver,2025-01-10 08:00
YVR-01,2025-01-10 00:00,-5.2,49.246,-123.116,America/Vancouver,2025-01-10 08:00
YVR-01,2025-01-10 00:00,-1.1,49.246,-123.116,America/Vancouver,2025-01-10 08:00
YVR-01,2025-01-11 00:00,-13.3,49.246,-123.116,America/Vancouver,2025-01-11 08:00
YVR-01,2025-01-11 04:49,4.0,49.246,-123.116,America/Vancouver,2025-01-11 12:49
YVR-01,2025-01-11 00:00,1.4,49.246,-123.116,America/Vancouver,2025-01-11 08:00
YVR-01,2025-01-11 12:08,-7.4,49.246,-123.116,America/Vancouver,2025-01-11 20:08
YVR-01,2025-01-11 00:00,-5.4,49.246,-123.116,America/Vancouver,2025-01-11 08:00
YVR-01,2025-01-11 20:52,-3.2,49.246,-123.116,America/Vancouver,2025-01-12 04:52
YVR-01,2025-01-12 00:01,3.0,49.246,-123.116,America/Vancouver,2025-01-12 08:01
YVR-01,2025-01-12 04:19,-4.2,49.246,-123.116,America/Vancouver,2025-01-12 12:19
YVR-01,2025-01-12 08:27,-7.2,49.246,-123.116,America/Vancouver,2025-01-12 16:27
YVR-01,2025-01-12 12:46,-4.3,49.246,-123.116,America/Vancouver,2025-01-12 20:46
YVR-01,2025-01-12 00:00,-5.1,49.246,-123.116,America/Vancouver,2025-01-12 08:00
YVR-01,2025-01-12 20:06,-2.8,49.246,-123.116,America/Vancouver,2025-01-13 04:06
YVR-01,2025-01-13 00:43,-17.4,49.246,-123.116,America/Vancouver,2025-01-13 08:43
YVR-01,2025-01-13 04:07,-6.1,49.246,-123.116,America/Vancouver,2025-01-13 12:07
YVR-01,2025-01-13 00:00,-5.2,49.246,-123.116,America/Vancouver,2025-01-13 08:00
YVR-01,2025-01-13 00:00,-8.4,49.246,-123.116,America/Vancouver,2025-01-13 08:00
YVR-01,2025-01-13 00:00,-3.3,49.246,-123.116,America/Vancouver,2025-01-13 08:00
YVR-01,2025-01-13 20:16,3.5,49.246,-123.116,America/Vancouver,2025-01-14 04:16
YVR-01,2025-01-14 00:35,-6.9,49.246,-123.116,America/Vancouver,2025-01-14 08:35
YVR-01,2025-01-14 04:49,-3.6,49.246,-123.116,America/Vancouver,2025-01-14 12:49
YVR-01,2025-01-14 00:00,1.9,49.246,-123.116,America/Vancouver,2025-01-14 08:00
YVR-01,2025-01-14 00:00,-6.7,49.246,-123.116,America/Vancouver,2025-01-14 08:00
YVR-01,2025-01-14 16:01,-13.0,49.246,-123.116,America/Vancouver,2025-01-15 00:01
YVR-01,2025-01-14 00:00,-4.0,49.246,-123.116,America/Vancouver,2025-01-14 08:00
YVR-01,2025-01-15 00:53,-20.6,49.246,-123.116,America/Vancouver,2025-01-15 08:53
YVR-01,2025-01-15 04:41,-21.2,49.246,-123.116,America/Vancouver,2025-01-15 12:41
YVR-01,2025-01-15 08:03,-5.4,49.246,-123.116,America/Vancouver,2025-01-15 16:03
YVR-01,2025-01-15 12:53,-21.5,49.246,-123.116,America/Vancouver,2025-01-15 20:53
YVR-01,2025-01-15 16:28,-15.3,49.246,-123.116,America/Vancouver,2025-01-16 00:28
YVR-01,2025-01-15 20:17,-9.7,49.246,-123.116,America/Vancouver,2025-01-16 04:17
YVR-01,2025-01-16 00:25,-11.4,49.246,-123.116,America/Vancouver,2025-01-16 08:25
YVR-01,2025-01-16 04:43,-8.0,49.246,-123.116,America/Vancouver,2025-01-16 12:43
YVR-01,2025-01-16 08:33,-0.4,49.246,-123.116,America/Vancouver,2025-01-16 16:33
YVR-01,2025-01-16 00:00,-5.7,49.246,-123.116,America/Vancouver,2025-01-16 08:00
YVR-01,2025-01-16 16:35,-12.1,49.246,-123.116,America/Vancouver,2025-01-17 00:35
YVR-01,2025-01-16 20:13,1.0,49.246,-123.116,America/Vancouver,2025-01-17 04:13
YVR-01,2025-01-17 00:30,-15.4,49.246,-123.116,America/Vancouver,2025-01-17 08:30
YVR-01,2025-01-17 00:00,-5.5,49.246,-123.116,America/Vancouver,2025-01-17 08:00
YVR-01,2025-01-17 08:14,-16.1,49.246,-123.116,America/Vancouver,2025-01-17 16:14
YVR-01,2025-01-17 12:07,-5.3,49.246,-123.116,America/Vancouver,2025-01-17 20:07
YVR-01,2025-01-17 16:13,-8.7,49.246,-123.116,America/Vancouver,2025-01-18 00:13
YVR-01,2025-01-17 00:00,-0.3,49.246,-123.116,America/Vancouver,2025-01-17 08:00
YVR-01,2025-01-18 00:00,-2.2,49.246,-123.116,America/Vancouver,2025-01-18 08:00
YVR-01,2025-01-18 04:56,-10.0,49.246,-123.116,America/Vancouver,2025-01-18 12:56
YVR-01,2025-01-18 00:00,-11.2,49.246,-123.116,America/Vancouver,2025-01-18 08:00
YVR-01,2025-01-18 12:20,-8.4,49.246,-123.116,America/Vancouver,2025-01-18 20:20
YVR-01,2025-01-18 00:00,4.7,49.246,-123.116,America/Vancouver,2025-01-18 08:00
YVR-01,2025-01-18 20:44,3.2,49.246,-123.116,America/Vancouver,2025-01-19 04:44
YVR-01,2025-01-19 00:17,-12.0,49.246,-123.116,America/Vancouver,2025-01-19 08:17
YVR-01,2025-01-19 00:00,-1.4,49.246,-123.116,America/Vancouver,2025-01-19 08:00
YVR-01,2025-01-19 08:52,-16.6,49.246,-123.116,America/Vancouver,2025-01-19 16:52
YVR-01,2025-01-19 12:23,-8.9,49.246,-123.116,America/Vancouver,2025-01-19 20:23
YVR-01,2025-01-19 16:25,-11.8,49.246,-123.116,America/Vancouver,2025-01-20 00:25
YVR-01,2025-01-19 20:24,0.2,49.246,-123.116,America/Vancouver,2025-01-20 04:24
YVR-01,2025-01-20 00:59,-13.7,49.246,-123.116,America/Vancouver,2025-01-20 08:59
YVR-01,2025-01-20 04:59,-3.4,49.246,-123.116,America/Vancouver,2025-01-20 12:59
YVR-01,2025-01-20 08:59,-5.9,49.246,-123.116,America/Vancouver,2025-01-20 16:59
YVR-01,2025-01-20 12:44,-7.0,49.246,-123.116,America/Vancouver,2025-01-20 20:44
YVR-01,2025-01-20 00:00,4.1,49.246,-123.116,America/Vancouver,2025-01-20 08:00
YVR-01,2025-01-20 20:28,4.6,49.246,-123.116,America/Vancouver,2025-01-21 04:28
YVR-01,2025-01-21 00:00,-6.5,49.246,-123.116,America/Vancouver,2025-01-21 08:00
YVR-01,2025-01-21 04:44,-7.7,49.246,-123.116,America/Vancouver,2025-01-21 12:44
YVR-01,2025-01-21 08:00,-14.7,49.246,-123.116,America/Vancouver,2025-01-21 16:00
YVR-01,2025-01-21 12:24,-5.7,49.246,-123.116,America/Vancouver,2025-01-21 20:24
YVR-01,2025-01-21 16:06,6.1,49.246,-123.116,America/Vancouver,2025-01-22 00:06
YVR-01,2025-01-21 20:08,-6.4,49.246,-123.116,America/Vancouver,2025-01-22 04:08
YVR-01,2025-01-22 00:23,-1.0,49.246,-123.116,America/Vancouver,2025-01-22 08:23
YVR-01,2025-01-22 00:00,-13.7,49.246,-123.116,America/Vancouver,2025-01-22 08:00
YVR-01,2025-01-22 00:00,-8.0,49.246,-123.116,America/Vancouver,2025-01-22 08:00
YVR-01,2025-01-22 12:07,-2.6,49.246,-123.116,America/Vancouver,2025-01-22 20:07
YVR-01,2025-01-22 00:00,-4.7,49.246,-123.116,America/Vancouver,2025-01-22 08:00
YVR-01,2025-01-22 00:00,-0.4,49.246,-123.116,America/Vancouver,2025-01-22 08:00
YVR-01,2025-01-23 00:50,-8.7,49.246,-123.116,America/Vancouver,2025-01-23 08:50
YVR-01,2025-01-23 00:00,-15.6,49.246,-123.116,America/Vancouver,2025-01-23 08:00
YVR-01,2025-01-23 08:07,1.7,49.246,-123.116,America/Vancouver,2025-01-23 16:07
YVR-01,2025-01-23 12:34,-10.7,49.246,-123.116,America/Vancouver,2025-01-23 20:34
YVR-01,2025-01-23 00:00,-2.0,49.246,-123.116,America/Vancouver,2025-01-23 08:00
YVR-01,2025-01-23 20:32,-2.4,49.246,-123.116,America/Vancouver,2025-01-24 04:32
YVR-01,2025-01-24 00:00,-14.8,49.246,-123.116,America/Vancouver,2025-01-24 08:00
YVR-01,2025-01-24 00:00,1.5,49.246,-123.116,America/Vancouver,2025-01-24 08:00
YVR-01,2025-01-24 08:41,-8.2,49.246,-123.116,America/Vancouver,2025-01-24 16:41
YVR-01,2025-01-24 12:38,-4.4,49.246,-123.116,America/Vancouver,2025-01-24 20:38
YVR-01,2025-01-24 16:57,-6.9,49.246,-123.116,America/Vancouver,2025-01-25 00:57
YVR-01,2025-01-24 20:40,5.0,49.246,-123.116,America/Vancouver,2025-01-25 04:40
YVR-01,2025-01-25 00:27,3.6,49.246,-123.116,America/Vancouver,2025-01-25 08:27
YVR-01,2025-01-25 00:00,-15.4,49.246,-123.116,America/Vancouver,2025-01-25 08:00
YVR-01,2025-01-25 08:08,9.1,49.246,-123.116,America/Vancouver,2025-01-25 16:08
YVR-01,2025-01-25 00:00,-8.6,49.246,-123.116,America/Vancouver,2025-01-25 08:00
YVR-01,2025-01-25 00:00,8.1,49.246,-123.116,America/Vancouver,2025-01-25 08:00
YVR-01,2025-01-25 20:33,-6.0,49.246,-123.116,America/Vancouver,2025-01-26 04:33
YVR-01,2025-01-26 00:32,-6.3,49.246,-123.116,America/Vancouver,2025-01-26 08:32
YVR-01,2025-01-26 00:00,-5.7,49.246,-123.116,America/Vancouver,2025-01-26 08:00
YVR-01,2025-01-26 00:00,-6.6,49.246,-123.116,America/Vancouver,2025-01-26 08:00
YVR-01,2025-01-26 12:22,10.9,49.246,-123.116,America/Vancouver,2025-01-26 20:22
YVR-01,2025-01-26 16:23,-4.7,49.246,-123.116,America/Vancouver,2025-01-27 00:23
YVR-01,2025-01-26 20:36,-6.0,49.246,-123.116,America/Vancouver,2025-01-27 04:36
YVR-01,2025-01-27 00:34,-3.5,49.246,-123.116,America/Vancouver,2025-01-27 08:34
YVR-01,2025-01-27 04:43,-9.7,49.246,-123.116,America/Vancouver,2025-01-27 12:43
YVR-01,2025-01-27 08:39,5.6,49.246,-123.116,America/Vancouver,2025-01-27 16:39
YVR-01,2025-01-27 12:21,-12.8,49.246,-123.116,America/Vancouver,2025-01-27 20:21
YVR-01,2025-01-27 16:26,-7.6,49.246,-123.116,America/Vancouver,2025-01-28 00:26
YVR-01,2025-01-27 20:34,1.7,49.246,-123.116,America/Vancouver,2025-01-28 04:34
YVR-01,2025-01-28 00:00,-3.4,49.246,-123.116,America/Vancouver,2025-01-28 08:00
YVR-01,2025-01-28 04:34,-0.4,49.246,-123.116,America/Vancouver,2025-01-28 12:34
YVR-01,2025-01-28 08:36,5.5,49.246,-123.116,America/Vancouver,2025-01-28 16:36
YVR-01,2025-01-28 00:00,2.4,49.246,-123.116,America/Vancouver,2025-01-28 08:00
YVR-01,2025-01-28 00:00,-2.8,49.246,-123.116,America/Vancouver,2025-01-28 08:00
YVR-01,2025-01-28 20:02,8.9,49.246,-123.116,America/Vancouver,2025-01-29 04:02
YVR-01,2025-01-29 00:00,-7.2,49.246,-123.116,America/Vancouver,2025-01-29 08:00
YVR-01,2025-01-29 00:00,-4.0,49.246,-123.116,America/Vancouver,2025-01-29 08:00
YVR-01,2025-01-29 08:25,-3.6,49.246,-123.116,America/Vancouver,2025-01-29 16:25
YVR-01,2025-01-29 00:00,-4.0,49.246,-123.116,America/Vancouver,2025-01-29 08:00
YVR-01,2025-01-29 16:13,-9.8,49.246,-123.116,America/Vancouver,2025-01-30 00:13
YVR-01,2025-01-29 20:38,-12.9,49.246,-123.116,America/Vancouver,2025-01-30 04:38
YVR-01,2025-01-30 00:26,-0.6,49.246,-123.116,America/Vancouver,2025-01-30 08:26
YVR-01,2025-01-30 04:08,-6.9,49.246,-123.116,America/Vancouver,2025-01-30 12:08
YVR-01,2025-01-30 00:00,8.3,49.246,-123.116,America/Vancouver,2025-01-30 08:00
YVR-01,2025-01-30 12:14,-3.6,49.246,-123.116,America/Vancouver,2025-01-30 20:14
YVR-01,2025-01-30 00:00,-4.6,49.246,-123.116,America/Vancouver,2025-01-30 08:00
YVR-01,2025-01-30 20:41,3.4,49.246,-123.116,America/Vancouver,2025-01-31 04:41
YVR-01,2025-01-31 00:00,-0.4,49.246,-123.116,America/Vancouver,2025-01-31 08:00
YVR-01,2025-01-31 04:12,-3.9,49.246,-123.116,America/Vancouver,2025-01-31 12:12
YVR-01,2025-01-31 00:00,-6.7,49.246,-123.116,America/Vancouver,2025-01-31 08:00
YVR-01,2025-01-31 12:31,19.1,49.246,-123.116,America/Vancouver,2025-01-31 20:31
YVR-01,2025-01-31 16:38,-0.7,49.246,-123.116,America/Vancouver,2025-02-01 00:38
YVR-01,2025-01-31 20:48,3.7,49.246,-123.116,America/Vancouver,2025-02-01 04:48
YVR-01,2025-02-01 00:51,-8.7,49.246,-123.116,America/Vancouver,2025-02-01 08:51
YVR-01,2025-02-01 04:31,-6.1,49.246,-123.116,America/Vancouver,2025-02-01 12:31
YVR-01,2025-02-01 00:00,10.1,49.246,-123.116,America/Vancouver,2025-02-01 08:00
YVR-01,2025-02-01 00:00,5.8,49.246,-123.116,America/Vancouver,2025-02-01 08:00
YVR-01,2025-02-01 16:36,0.2,49.246,-123.116,America/Vancouver,2025-02-02 00:36
YVR-01,2025-02-01 00:00,-4.9,49.246,-123.116,America/Vancouver,2025-02-01 08:00
YVR-01,2025-02-02 00:38,-3.7,49.246,-123.116,America/Vancouver,2025-02-02 08:38
YVR-01,2025-02-02 04:44,-6.4,49.246,-123.116,America/Vancouver,2025-02-02 12:44
YVR-01,2025-02-02 08:14,-9.3,49.246,-123.116,America/Vancouver,2025-02-02 16:14
YVR-01,2025-02-02 12:42,3.2,49.246,-123.116,America/Vancouver,2025-02-02 20:42
YVR-01,2025-02-02 00:00,0.9,49.246,-123.116,America/Vancouver,2025-02-02 08:00
YVR-01,2025-02-02 20:35,2.1,49.246,-123.116,America/Vancouver,2025-02-03 04:35
YVR-01,2025-02-03 00:00,-4.1,49.246,-123.116,America/Vancouver,2025-02-03 08:00
YVR-01,2025-02-03 04:31,-0.5,49.246,-123.116,America/Vancouver,2025-02-03 12:31
YVR-01,2025-02-03 08:06,-4.7,49.246,-123.116,America/Vancouver,2025-02-03 16:06
YVR-01,2025-02-03 00:00,-6.4,49.246,-123.116,America/Vancouver,2025-02-03 08:00
YVR-01,2025-02-03 00:00,7.9,49.246,-123.116,America/Vancouver,2025-02-03 08:00
YVR-01,2025-02-03 20:21,-1.3,49.246,-123.116,America/Vancouver,2025-02-04 04:21
YVR-01,2025-02-04 00:27,1.2,49.246,-123.116,America/Vancouver,2025-02-04 08:27
YVR-01,2025-02-04 04:01,3.2,49.246,-123.116,America/Vancouver,2025-02-04 12:01
YVR-01,2025-02-04 08:41,-1.0,49.246,-123.116,America/Vancouver,2025-02-04 16:41
YVR-01,2025-02-04 12:44,-0.4,49.246,-123.116,America/Vancouver,2025-02-04 20:44
YVR-01,2025-02-04 16:56,-8.3,49.246,-123.116,America/Vancouver,2025-02-05 00:56
YVR-01,2025-02-04 20:52,-7.2,49.246,-123.116,America/Vancouver,2025-02-05 04:52
YVR-01,2025-02-05 00:00,-7.2,49.246,-123.116,America/Vancouver,2025-02-05 08:00
YVR-01,2025-02-05 04:27,2.1,49.246,-123.116,America/Vancouver,2025-02-05 12:27
YVR-01,2025-02-05 08:27,-1.1,49.246,-123.116,America/Vancouver,2025-02-05 16:27
YVR-01,2025-02-05 12:43,-6.9,49.246,-123.116,America/Vancouver,2025-02-05 20:43
YVR-01,2025-02-05 00:00,1.9,49.246,-123.116,America/Vancouver,2025-02-05 08:00
YVR-01,2025-02-05 20:19,1.7,49.246,-123.116,America/Vancouver,2025-02-06 04:19
YVR-01,2025-02-06 00:29,-5.5,49.246,-123.116,America/Vancouver,2025-02-06 08:29
YVR-01,2025-02-06 04:10,-1.5,49.246,-123.116,America/Vancouver,2025-02-06 12:10
YVR-01,2025-02-06 08:57,2.0,49.246,-123.116,America/Vancouver,2025-02-06 16:57
YVR-01,2025-02-06 12:54,-6.5,49.246,-123.116,America/Vancouver,2025-02-06 20:54
YVR-01,2025-02-06 00:00,2.1,49.246,-123.116,America/Vancouver,2025-02-06 08:00
YVR-01,2025-02-06 20:24,0.5,49.246,-123.116,America/Vancouver,2025-02-07 04:24
YVR-01,2025-02-07 00:00,-7.0,49.246,-123.116,America/Vancouver,2025-02-07 08:00
YVR-01,2025-02-07 04:32,0.3,49.246,-123.116,America/Vancouver,2025-02-07 12:32
YVR-01,2025-02-07 08:00,1.1,49.246,-123.116,America/Vancouver,2025-02-07 16:00
YVR-01,2025-02-07 12:56,-4.8,49.246,-123.116,America/Vancouver,2025-02-07 20:56
YVR-01,2025-02-07 00:00,-4.3,49.246,-123.116,America/Vancouver,2025-02-07 08:00
YVR-01,2025-02-07 20:56,-7.1,49.246,-123.116,America/Vancouver,2025-02-08 04:56
YVR-01,2025-02-08 00:51,-3.5,49.246,-123.116,America/Vancouver,2025-02-08 08:51
YVR-01,2025-02-08 04:12,-0.9,49.246,-123.116,America/Vancouver,2025-02-08 12:12
YVR-01,2025-02-08 08:40,-4.1,49.246,-123.116,America/Vancouver,2025-02-08 16:40
YVR-01,2025-02-08 00:00,-9.7,49.246,-123.116,America/Vancouver,2025-02-08 08:00
YVR-01,2025-02-08 16:38,-4.9,49.246,-123.116,America/Vancouver,2025-02-09 00:38
YVR-01,2025-02-08 20:05,-3.3,49.246,-123.116,America/Vancouver,2025-02-09 04:05
YVR-01,2025-02-09 00:07,4.3,49.246,-123.116,America/Vancouver,2025-02-09 08:07
YVR-01,2025-02-09 00:00,3.0,49.246,-123.116,America/Vancouver,2025-02-09 08:00
YVR-01,2025-02-09 08:08,4.4,49.246,-123.116,America/Vancouver,2025-02-09 16:08
YVR-01,2025-02-09 12:36,-5.0,49.246,-123.116,America/Vancouver,2025-02-09 20:36
YVR-01,2025-02-09 16:32,0.3,49.246,-123.116,America/Vancouver,2025-02-10 00:32
YVR-01,2025-02-09 20:50,-15.1,49.246,-123.116,America/Vancouver,2025-02-10 04:50
YVR-01,2025-02-10 00:41,2.2,49.246,-123.116,America/Vancouver,2025-02-10 08:41
YVR-01,2025-02-10 00:00,3.3,49.246,-123.116,America/Vancouver,2025-02-10 08:00
YVR-01,2025-02-10 08:23,-2.4,49.246,-123.116,America/Vancouver,2025-02-10 16:23
YVR-01,2025-02-10 00:00,1.4,49.246,-123.116,America/Vancouver,2025-02-10 08:00
YVR-01,2025-02-10 16:58,-9.4,49.246,-123.116,America/Vancouver,2025-02-11 00:58
YVR-01,2025-02-10 20:53,-5.1,49.246,-123.116,America/Vancouver,2025-02-11 04:53
YVR-01,2025-02-11 00:31,4.5,49.246,-123.116,America/Vancouver,2025-02-11 08:31
YVR-01,2025-02-11 00:00,3.0,49.246,-123.116,America/Vancouver,2025-02-11 08:00
YVR-01,2025-02-11 08:23,-2.6,49.246,-123.116,America/Vancouver,2025-02-11 16:23
YVR-01,2025-02-11 12:40,4.8,49.246,-123.116,America/Vancouver,2025-02-11 20:40
YVR-01,2025-02-11 16:51,0.7,49.246,-123.116,America/Vancouver,2025-02-12 00:51
YVR-01,2025-02-11 20:48,-3.1,49.246,-123.116,America/Vancouver,2025-02-12 04:48
YVR-01,2025-02-12 00:00,-1.0,49.246,-123.116,America/Vancouver,2025-02-12 08:00
YVR-01,2025-02-12 00:00,-2.6,49.246,-123.116,America/Vancouver,2025-02-12 08:00
YVR-01,2025-02-12 08:51,-7.0,49.246,-123.116,America/Vancouver,2025-02-12 16:51
YVR-01,2025-02-12 12:11,7.7,49.246,-123.116,America/Vancouver,2025-02-12 20:11
YVR-01,2025-02-12 16:38,-3.3,49.246,-123.116,America/Vancouver,2025-02-13 00:38
YVR-01,2025-02-12 20:01,-4.9,49.246,-123.116,America/Vancouver,2025-02-13 04:01
YVR-01,2025-02-13 00:02,-8.8,49.246,-123.116,America/Vancouver,2025-02-13 08:02
YVR-01,2025-02-13 04:48,-15.5,49.246,-123.116,America/Vancouver,2025-02-13 12:48
YVR-01,2025-02-13 08:36,4.6,49.246,-123.116,America/Vancouver,2025-02-13 16:36
YVR-01,2025-02-13 00:00,5.1,49.246,-123.116,America/Vancouver,2025-02-13 08:00
YVR-01,2025-02-13 16:55,7.5,49.246,-123.116,America/Vancouver,2025-02-14 00:55
YVR-01,2025-02-13 00:00,-0.5,49.246,-123.116,America/Vancouver,2025-02-13 08:00
YVR-01,2025-02-14 00:58,-1.3,49.246,-123.116,America/Vancouver,2025-02-14 08:58
YVR-01,2025-02-14 04:48,-2.5,49.246,-123.116,America/Vancouver,2025-02-14 12:48
YVR-01,2025-02-14 08:01,-1.9,49.246,-123.116,America/Vancouver,2025-02-14 16:01
YVR-01,2025-02-14 00:00,7.3,49.246,-123.116,America/Vancouver,2025-02-14 08:00
YVR-01,2025-02-14 16:27,0.4,49.246,-123.116,America/Vancouver,2025-02-15 00:27
YVR-01,2025-02-14 20:53,2.9,49.246,-123.116,America/Vancouver,2025-02-15 04:53
YVR-01,2025-02-15 00:22,-1.8,49.246,-123.116,America/Vancouver,2025-02-15 08:22
YVR-01,2025-02-15 00:00,8.7,49.246,-123.116,America/Vancouver,2025-02-15 08:00
YVR-01,2025-02-15 08:31,-10.6,49.246,-123.116,America/Vancouver,2025-02-15 16:31
YVR-01,2025-02-15 12:32,-6.5,49.246,-123.116,America/Vancouver,2025-02-15 20:32
YVR-01,2025-02-15 16:00,3.1,49.246,-123.116,America/Vancouver,2025-02-16 00:00
YVR-01,2025-02-15 20:18,11.3,49.246,-123.116,America/Vancouver,2025-02-16 04:18
YVR-01,2025-02-16 00:01,-0.3,49.246,-123.116,America/Vancouver,2025-02-16 08:01
YVR-01,2025-02-16 00:00,-4.0,49.246,-123.116,America/Vancouver,2025-02-16 08:00
YVR-01,2025-02-16 08:43,7.0,49.246,-123.116,America/Vancouver,2025-02-16 16:43
YVR-01,2025-02-16 12:25,3.0,49.246,-123.116,America/Vancouver,2025-02-16 20:25
